ID Empleado,Función,Departamento,Región,Educación,Género,Jornada,Modalidad,Fecha Contratación,Estatus,Fecha Baja
ADM-S-2165,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Tiempo Completo,Remoto,10-may-17,Inactivo,14-nov-20
ADM-S-2169,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Tiempo Completo,Presencial,11-may-17,Activo,
ADM-S-217,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Medio Tiempo,Presencial,1-ene-13,Inactivo,8-oct-19
ADM-S-2190,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Tiempo Completo,Remoto,6-jun-17,Inactivo,11-mar-20
ADM-S-2192,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Medio Tiempo,Remoto,11-jun-17,Inactivo,17-jul-20
ADM-S-2200,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Parcial,Remoto,14-jun-17,Inactivo,23-jun-20
ADM-S-221,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Tiempo Completo,Presencial,1-ene-13,Inactivo,27-dic-19
ADM-S-2211,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Tiempo Completo,Remoto,28-jun-17,Activo,
ADM-S-2232,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Tiempo Completo,Remoto,14-jul-17,Inactivo,5-jun-20
ADM-S-2234,Administrativa,Servicio a cliente,Perú,Pregrado,Masculino,Medio Tiempo,Remoto,14-jul-17,Activo,
ADM-S-2239,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Medio Tiempo,Remoto,18-jul-17,Inactivo,11-sept-17
ADM-S-2243,Administrativa,Servicio a cliente,México,Grado,Masculino,Tiempo Completo,Presencial,22-jul-17,Activo,
ADM-S-2250,Administrativa,Servicio a cliente,México,Grado,Femenino,Parcial,Remoto,28-jul-17,Inactivo,10-abr-20
ADM-S-2255,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Tiempo Completo,Remoto,31-jul-17,Inactivo,24-feb-18
ADM-S-2259,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Medio Tiempo,Remoto,2-ago-17,Inactivo,16-dic-19
ADM-S-2263,Administrativa,Servicio a cliente,Uruguay,Grado,Masculino,Tiempo Completo,Presencial,10-ago-17,Inactivo,3-nov-18
ADM-S-2266,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Tiempo Completo,Remoto,10-ago-17,Activo,
ADM-S-2284,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Parcial,Remoto,26-ago-17,Activo,
ADM-S-2302,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Tiempo Completo,Presencial,10-sept-17,Activo,
ADM-S-2312,Administrativa,Servicio a cliente,Chile,Grado,Masculino,Medio Tiempo,Remoto,16-sept-17,Inactivo,21-feb-19
ADM-S-2319,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Tiempo Completo,Presencial,25-sept-17,Inactivo,17-oct-19
ADM-S-2320,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Medio Tiempo,Remoto,26-sept-17,Inactivo,29-sept-20
ADM-S-2323,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Medio Tiempo,Remoto,29-sept-17,Inactivo,8-sept-20
ADM-S-2328,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Medio Tiempo,Remoto,4-oct-17,Inactivo,21-sept-19
ADM-S-2335,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Parcial,Remoto,12-oct-17,Inactivo,20-may-20
ADM-S-2344,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Tiempo Completo,Remoto,22-oct-17,Inactivo,12-ago-20
ADM-S-2362,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Medio Tiempo,Remoto,5-nov-17,Activo,
ADM-S-2375,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Tiempo Completo,Presencial,21-nov-17,Activo,
ADM-S-2380,Administrativa,Servicio a cliente,Chile,Grado,Femenino,Medio Tiempo,Remoto,26-nov-17,Activo,
ADM-S-2390,Administrativa,Servicio a cliente,Perú,Grado,Femenino,Tiempo Completo,Presencial,6-dic-17,Activo,
ADM-S-2416,Administrativa,Servicio a cliente,México,Grado,Femenino,Parcial,Remoto,6-ene-18,Activo,
ADM-S-2425,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Parcial,Presencial,11-ene-18,Activo,
ADM-S-2428,Administrativa,Servicio a cliente,Chile,Grado,Femenino,Tiempo Completo,Remoto,13-ene-18,Activo,
ADM-S-2445,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Medio Tiempo,Remoto,3-feb-18,Activo,
ADM-S-2448,Administrativa,Servicio a cliente,Perú,Grado,Masculino,Tiempo Completo,Remoto,10-feb-18,Inactivo,30-may-20
ADM-S-2450,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Tiempo Completo,Presencial,13-feb-18,Inactivo,23-may-20
ADM-S-2471,Administrativa,Servicio a cliente,México,Posgrado,Femenino,Tiempo Completo,Remoto,3-mar-18,Activo,
ADM-S-2472,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Parcial,Remoto,5-mar-18,Inactivo,29-abr-20
ADM-S-2477,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Tiempo Completo,Remoto,9-mar-18,Inactivo,22-may-20
ADM-S-2492,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Medio Tiempo,Remoto,20-mar-18,Activo,
ADM-S-2498,Administrativa,Servicio a cliente,Perú,Posgrado,Femenino,Tiempo Completo,Presencial,23-mar-18,Inactivo,11-nov-20
ADM-S-2502,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Tiempo Completo,Presencial,25-mar-18,Activo,
ADM-S-2515,Administrativa,Servicio a cliente,Perú,Grado,Femenino,Medio Tiempo,Remoto,31-mar-18,Activo,
ADM-S-2522,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Parcial,Remoto,7-abr-18,Activo,
ADM-S-2527,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Parcial,Presencial,10-abr-18,Inactivo,9-abr-20
ADM-S-2534,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Medio Tiempo,Presencial,18-abr-18,Activo,
ADM-S-2559,Administrativa,Servicio a cliente,Uruguay,Posgrado,Masculino,Tiempo Completo,Presencial,8-may-18,Inactivo,10-nov-20
ADM-S-2566,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Tiempo Completo,Presencial,12-may-18,Inactivo,14-jun-20
ADM-S-2575,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Medio Tiempo,Presencial,16-may-18,Activo,
ADM-S-2591,Administrativa,Servicio a cliente,Chile,Grado,Masculino,Medio Tiempo,Remoto,31-may-18,Inactivo,15-jul-20
ADM-S-2595,Administrativa,Servicio a cliente,Perú,Posgrado,Masculino,Tiempo Completo,Presencial,2-jun-18,Activo,
ADM-S-2606,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Parcial,Remoto,12-jun-18,Inactivo,23-jul-20
ADM-S-2611,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Medio Tiempo,Remoto,14-jun-18,Inactivo,19-nov-19
ADM-S-2616,Administrativa,Servicio a cliente,Perú,Grado,Masculino,Tiempo Completo,Presencial,20-jun-18,Inactivo,9-jun-20
ADM-S-2617,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Tiempo Completo,Remoto,20-jun-18,Inactivo,25-oct-20
ADM-S-2652,Administrativa,Servicio a cliente,Perú,Grado,Masculino,Tiempo Completo,Remoto,23-jul-18,Inactivo,3-sept-20
ADM-S-2661,Administrativa,Servicio a cliente,Uruguay,Posgrado,Femenino,Tiempo Completo,Remoto,30-jul-18,Activo,
ADM-S-2668,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Parcial,Remoto,4-ago-18,Inactivo,9-ago-20
ADM-S-2677,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Tiempo Completo,Presencial,13-ago-18,Activo,
ADM-S-2680,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,16-ago-18,Inactivo,22-ago-20
ADM-S-2681,Administrativa,Servicio a cliente,México,Grado,Masculino,Tiempo Completo,Remoto,21-ago-18,Inactivo,9-ago-19
ADM-S-2684,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Tiempo Completo,Presencial,24-ago-18,Activo,
ADM-S-2695,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Tiempo Completo,Presencial,6-sept-18,Activo,
ADM-S-2704,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Parcial,Remoto,14-sept-18,Activo,
ADM-S-2706,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Tiempo Completo,Remoto,15-sept-18,Activo,
ADM-S-2714,Administrativa,Servicio a cliente,Chile,Grado,Femenino,Tiempo Completo,Remoto,24-sept-18,Inactivo,28-sept-20
ADM-S-2733,Administrativa,Servicio a cliente,Perú,Pregrado,Masculino,Tiempo Completo,Remoto,13-oct-18,Activo,
ADM-S-2747,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Tiempo Completo,Remoto,31-oct-18,Inactivo,24-oct-20
ADM-S-2750,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Parcial,Remoto,1-nov-18,Activo,
ADM-S-2755,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Tiempo Completo,Remoto,6-nov-18,Inactivo,8-jun-20
ADM-S-2769,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Parcial,Remoto,17-nov-18,Inactivo,29-feb-20
ADM-S-2783,Administrativa,Servicio a cliente,Perú,Pregrado,Masculino,Tiempo Completo,Remoto,26-nov-18,Inactivo,26-abr-20
ADM-S-2801,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Parcial,Presencial,14-dic-18,Inactivo,2-sept-20
ADM-S-2807,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Parcial,Remoto,20-dic-18,Activo,
ADM-S-2817,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Tiempo Completo,Remoto,2-ene-19,Activo,
ADM-S-2819,Administrativa,Servicio a cliente,Uruguay,Grado,Femenino,Medio Tiempo,Remoto,4-ene-19,Inactivo,4-jul-20
ADM-S-2824,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Tiempo Completo,Presencial,9-ene-19,Activo,
ADM-S-2843,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Tiempo Completo,Remoto,30-ene-19,Activo,
ADM-S-2846,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Medio Tiempo,Remoto,4-feb-19,Activo,
ADM-S-2850,Administrativa,Servicio a cliente,México,Grado,Femenino,Tiempo Completo,Remoto,9-feb-19,Inactivo,28-sept-20
ADM-S-2854,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Tiempo Completo,Remoto,13-feb-19,Inactivo,16-oct-19
ADM-S-2859,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Parcial,Presencial,15-feb-19,Inactivo,11-ago-20
ADM-S-2861,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Tiempo Completo,Remoto,16-feb-19,Activo,
ADM-S-2874,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Medio Tiempo,Remoto,3-mar-19,Inactivo,4-jun-20
ADM-S-2877,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Medio Tiempo,Remoto,4-mar-19,Inactivo,5-nov-20
ADM-S-2883,Administrativa,Servicio a cliente,México,Grado,Masculino,Tiempo Completo,Presencial,8-mar-19,Inactivo,30-jun-20
ADM-S-2892,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Medio Tiempo,Remoto,12-mar-19,Activo,
ADM-S-2899,Administrativa,Servicio a cliente,Uruguay,Grado,Femenino,Medio Tiempo,Remoto,18-mar-19,Activo,
ADM-S-2901,Administrativa,Servicio a cliente,Uruguay,Grado,Femenino,Parcial,Presencial,21-mar-19,Inactivo,25-mar-20
ADM-S-2902,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Parcial,Remoto,21-mar-19,Inactivo,20-ago-20
ADM-S-2911,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Parcial,Remoto,2-abr-19,Inactivo,8-nov-20
ADM-S-2920,Administrativa,Servicio a cliente,México,Grado,Femenino,Parcial,Remoto,17-abr-19,Activo,
ADM-S-2925,Administrativa,Servicio a cliente,México,Grado,Femenino,Medio Tiempo,Presencial,21-abr-19,Activo,
ADM-S-2933,Administrativa,Servicio a cliente,Uruguay,Grado,Masculino,Tiempo Completo,Presencial,2-may-19,Inactivo,7-oct-20
ADM-S-2938,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Medio Tiempo,Remoto,10-may-19,Activo,
ADM-S-2939,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Tiempo Completo,Presencial,10-may-19,Activo,
ADM-S-2947,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Tiempo Completo,Remoto,17-may-19,Inactivo,3-ene-20
ADM-S-2949,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Parcial,Presencial,19-may-19,Inactivo,1-nov-20
ADM-S-2961,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Parcial,Remoto,30-may-19,Inactivo,5-jun-20
ADM-S-2966,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Medio Tiempo,Remoto,3-jun-19,Activo,
ADM-S-2973,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,9-jun-19,Inactivo,14-jul-20
ADM-S-2974,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Medio Tiempo,Remoto,10-jun-19,Inactivo,2-abr-20
ADM-S-2996,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Parcial,Remoto,25-jun-19,Inactivo,26-feb-20
ADM-S-2998,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Tiempo Completo,Presencial,27-jun-19,Inactivo,8-mar-20
ADM-S-3003,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Parcial,Remoto,4-jul-19,Activo,
ADM-S-3008,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Parcial,Presencial,9-jul-19,Activo,
ADM-S-3012,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Medio Tiempo,Remoto,11-jul-19,Activo,
ADM-S-3023,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Parcial,Remoto,26-jul-19,Activo,
ADM-S-3032,Administrativa,Servicio a cliente,Chile,Grado,Femenino,Tiempo Completo,Remoto,14-ago-19,Inactivo,10-may-20
ADM-S-3041,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Medio Tiempo,Remoto,21-ago-19,Inactivo,20-jul-20
ADM-S-3045,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Parcial,Remoto,23-ago-19,Inactivo,6-nov-20
ADM-S-3052,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Tiempo Completo,Presencial,25-ago-19,Activo,
ADM-S-3057,Administrativa,Servicio a cliente,Perú,Grado,Masculino,Tiempo Completo,Remoto,2-sept-19,Activo,
ADM-S-3059,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Medio Tiempo,Remoto,5-sept-19,Activo,
ADM-S-3061,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Medio Tiempo,Remoto,8-sept-19,Inactivo,14-sept-20
ADM-S-3063,Administrativa,Servicio a cliente,Chile,Grado,Masculino,Medio Tiempo,Presencial,9-sept-19,Inactivo,29-sept-20
ADM-S-3067,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Parcial,Presencial,13-sept-19,Activo,
ADM-S-3072,Administrativa,Servicio a cliente,Uruguay,Posgrado,Masculino,Tiempo Completo,Presencial,16-sept-19,Activo,
ADM-S-3076,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Tiempo Completo,Remoto,21-sept-19,Inactivo,6-abr-20
ADM-S-3088,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Parcial,Remoto,30-sept-19,Activo,
ADM-S-3092,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,2-oct-19,Activo,
ADM-S-3095,Administrativa,Servicio a cliente,México,Grado,Femenino,Medio Tiempo,Remoto,6-oct-19,Activo,
ADM-S-3121,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Tiempo Completo,Remoto,4-nov-19,Activo,
ADM-S-3125,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Medio Tiempo,Remoto,9-nov-19,Inactivo,8-nov-20
ADM-S-3141,Administrativa,Servicio a cliente,Perú,Grado,Masculino,Tiempo Completo,Remoto,22-nov-19,Activo,
ADM-S-3142,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Medio Tiempo,Remoto,24-nov-19,Inactivo,14-ago-20
ADM-S-3171,Administrativa,Servicio a cliente,México,Grado,Femenino,Parcial,Remoto,25-dic-19,Activo,
ADM-S-3172,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Medio Tiempo,Presencial,27-dic-19,Activo,
ADM-S-3173,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Tiempo Completo,Presencial,29-dic-19,Activo,
ADM-S-3217,Administrativa,Servicio a cliente,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,27-ene-20,Activo,
ADM-S-3218,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Parcial,Remoto,28-ene-20,Inactivo,12-mar-20
ADM-S-3220,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Parcial,Remoto,29-ene-20,Activo,
ADM-S-3229,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Parcial,Presencial,6-feb-20,Inactivo,3-abr-20
ADM-S-3237,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Medio Tiempo,Remoto,17-feb-20,Inactivo,24-jul-20
ADM-S-3239,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Medio Tiempo,Presencial,18-feb-20,Inactivo,8-nov-20
ADM-S-3241,Administrativa,Servicio a cliente,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,22-feb-20,Inactivo,1-sept-20
ADM-S-3243,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Medio Tiempo,Remoto,23-feb-20,Activo,
ADM-S-3261,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Tiempo Completo,Remoto,11-mar-20,Inactivo,12-mar-20
ADM-S-3267,Administrativa,Servicio a cliente,Chile,Posgrado,Femenino,Tiempo Completo,Remoto,15-mar-20,Activo,
ADM-S-3270,Administrativa,Servicio a cliente,México,Grado,Masculino,Tiempo Completo,Presencial,18-mar-20,Inactivo,19-mar-20
ADM-S-3271,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Medio Tiempo,Presencial,18-mar-20,Inactivo,11-ago-20
ADM-S-3275,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Tiempo Completo,Presencial,21-mar-20,Activo,
ADM-S-3283,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Parcial,Remoto,28-mar-20,Inactivo,26-abr-20
ADM-S-3286,Administrativa,Servicio a cliente,Chile,Grado,Femenino,Tiempo Completo,Presencial,30-mar-20,Inactivo,11-may-20
ADM-S-3287,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Medio Tiempo,Presencial,30-mar-20,Inactivo,5-jun-20
ADM-S-3288,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Tiempo Completo,Remoto,30-mar-20,Inactivo,2-oct-20
ADM-S-3295,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Parcial,Remoto,4-abr-20,Activo,
ADM-S-3303,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Medio Tiempo,Remoto,8-abr-20,Inactivo,11-sept-20
ADM-S-3305,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Medio Tiempo,Remoto,10-abr-20,Inactivo,11-abr-20
ADM-S-3318,Administrativa,Servicio a cliente,Uruguay,Grado,Femenino,Parcial,Remoto,21-abr-20,Inactivo,31-may-20
ADM-S-3335,Administrativa,Servicio a cliente,Uruguay,Grado,Masculino,Tiempo Completo,Remoto,10-may-20,Activo,
ADM-S-3336,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Parcial,Remoto,13-may-20,Activo,
ADM-S-3340,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Parcial,Remoto,15-may-20,Activo,
ADM-S-3341,Administrativa,Servicio a cliente,Perú,Pregrado,Masculino,Tiempo Completo,Remoto,15-may-20,Activo,
ADM-S-3342,Administrativa,Servicio a cliente,Perú,Grado,Femenino,Medio Tiempo,Remoto,17-may-20,Inactivo,18-may-20
ADM-S-3358,Administrativa,Servicio a cliente,Chile,Grado,Masculino,Tiempo Completo,Remoto,6-jun-20,Inactivo,3-jul-20
ADM-S-3361,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Parcial,Remoto,10-jun-20,Activo,
ADM-S-3367,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Parcial,Remoto,15-jun-20,Inactivo,13-ago-20
ADM-S-3374,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Tiempo Completo,Remoto,29-jun-20,Inactivo,14-ago-20
ADM-S-3377,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Tiempo Completo,Remoto,30-jun-20,Activo,
ADM-S-3386,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Tiempo Completo,Remoto,12-jul-20,Activo,
ADM-S-3390,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Tiempo Completo,Remoto,17-jul-20,Inactivo,13-nov-20
ADM-S-3391,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Medio Tiempo,Remoto,17-jul-20,Activo,
ADM-S-3395,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Medio Tiempo,Remoto,20-jul-20,Inactivo,29-oct-20
ADM-S-3396,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Tiempo Completo,Presencial,20-jul-20,Activo,
ADM-S-3402,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Parcial,Remoto,23-jul-20,Activo,
ADM-S-3403,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Parcial,Remoto,23-jul-20,Activo,
ADM-S-3406,Administrativa,Servicio a cliente,México,Grado,Masculino,Medio Tiempo,Remoto,26-jul-20,Activo,
ADM-S-3413,Administrativa,Servicio a cliente,Uruguay,Grado,Masculino,Medio Tiempo,Remoto,2-ago-20,Activo,
ADM-S-3415,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Tiempo Completo,Remoto,4-ago-20,Inactivo,4-oct-20
ADM-S-3425,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Tiempo Completo,Remoto,13-ago-20,Activo,
ADM-S-3434,Administrativa,Servicio a cliente,Uruguay,Grado,Femenino,Tiempo Completo,Remoto,19-ago-20,Activo,
ADM-S-3445,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Medio Tiempo,Remoto,2-sept-20,Inactivo,3-sept-20
ADM-S-3448,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Medio Tiempo,Remoto,5-sept-20,Activo,
ADM-S-3449,Administrativa,Servicio a cliente,Uruguay,Pregrado,Otro,Tiempo Completo,Remoto,6-sept-20,Inactivo,7-sept-20
ADM-S-3456,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Tiempo Completo,Remoto,15-sept-20,Inactivo,16-sept-20
ADM-S-3462,Administrativa,Servicio a cliente,México,Pregrado,Femenino,Tiempo Completo,Remoto,18-sept-20,Inactivo,14-nov-20
ADM-S-3463,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Parcial,Remoto,19-sept-20,Activo,
ADM-S-3478,Administrativa,Servicio a cliente,Perú,Pregrado,Otro,Tiempo Completo,Remoto,2-oct-20,Inactivo,3-oct-20
ADM-S-3484,Administrativa,Servicio a cliente,Uruguay,Grado,Femenino,Tiempo Completo,Remoto,9-oct-20,Activo,
ADM-S-3486,Administrativa,Servicio a cliente,México,Grado,Femenino,Parcial,Remoto,10-oct-20,Inactivo,14-nov-20
ADM-S-3495,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Medio Tiempo,Remoto,25-oct-20,Activo,
ADM-S-3509,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Parcial,Remoto,11-nov-20,Activo,
ADM-S-3510,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Tiempo Completo,Remoto,14-nov-20,Activo,
ADM-S-3520,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Parcial,Remoto,20-nov-20,Activo,
ADM-S-38,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Medio Tiempo,Remoto,1-ene-13,Inactivo,6-may-14
ADM-S-391,Administrativa,Servicio a cliente,Chile,Pregrado,Masculino,Medio Tiempo,Remoto,1-ene-13,Activo,
ADM-S-392,Administrativa,Servicio a cliente,México,Pregrado,Masculino,Medio Tiempo,Remoto,1-ene-13,Activo,
ADM-S-393,Administrativa,Servicio a cliente,Perú,Pregrado,Masculino,Medio Tiempo,Remoto,1-ene-13,Activo,
ADM-S-394,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Medio Tiempo,Remoto,1-ene-13,Activo,
ADM-S-395,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Medio Tiempo,Remoto,1-ene-13,Activo,
ADM-S-396,Administrativa,Servicio a cliente,Perú,Grado,Femenino,Medio Tiempo,Remoto,1-ene-13,Activo,
ADM-S-397,Administrativa,Servicio a cliente,Uruguay,Pregrado,Masculino,Parcial,Remoto,1-ene-13,Activo,
ADM-S-398,Administrativa,Servicio a cliente,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,1-ene-13,Activo,
ADM-S-399,Administrativa,Servicio a cliente,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,1-ene-13,Activo,
ADM-S-4,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Tiempo Completo,Remoto,1-ene-13,Inactivo,29-mar-13
ADM-S-400,Administrativa,Servicio a cliente,Perú,Grado,Masculino,Tiempo Completo,Presencial,1-ene-13,Activo,
ADM-S-401,Administrativa,Servicio a cliente,Uruguay,Grado,Masculino,Tiempo Completo,Remoto,1-ene-13,Activo,
ADM-S-402,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Medio Tiempo,Presencial,1-ene-13,Activo,
ADM-S-403,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Parcial,Presencial,1-ene-13,Activo,
ADM-S-404,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Tiempo Completo,Presencial,1-ene-13,Activo,
ADM-S-405,Administrativa,Servicio a cliente,Uruguay,Pregrado,Femenino,Medio Tiempo,Remoto,1-ene-13,Activo,
ADM-S-406,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Medio Tiempo,Remoto,1-ene-13,Activo,
ADM-S-407,Administrativa,Servicio a cliente,Perú,Pregrado,Femenino,Medio Tiempo,Remoto,1-ene-13,Activo,
ADM-S-408,Administrativa,Servicio a cliente,Chile,Grado,Femenino,Medio Tiempo,Remoto,1-ene-13,Activo,
ADM-S-409,Administrativa,Servicio a cliente,Chile,Grado,Femenino,Medio Tiempo,Remoto,1-ene-13,Activo,
ADM-S-410,Administrativa,Servicio a cliente,Chile,Pregrado,Femenino,Tiempo Completo,Remoto,1-ene-13,Activo,
